date,store_id,product_id,price,promotion,holiday,sales
2023-10-27,7,139,85.03,0,0,41
2023-10-28,5,131,26.7,1,0,73
2023-10-29,5,119,87.31,0,0,34
2023-10-30,5,127,8.17,0,0,56
2023-10-31,10,132,91.71,0,0,29
2023-11-01,10,103,16.24,0,0,48
2023-11-02,3,145,66.35,1,0,47
2023-11-03,1,133,28.76,0,0,31
2023-11-04,5,147,84.47,0,0,26
2023-11-05,9,102,53.67,0,1,41
2023-11-06,1,125,17.85,0,0,55
2023-11-07,3,107,59.24,0,0,42
2023-11-08,4,105,43.75,0,0,34
2023-11-09,1,115,67.84,0,0,37
2023-11-10,1,123,88.78,0,0,39
2023-11-11,8,147,43.89,1,1,73
2023-11-12,2,138,32.54,1,0,61
2023-11-13,8,129,6.38,1,0,65
2023-11-14,7,144,59.61,1,1,87
2023-11-15,10,112,43.22,0,0,39
2023-11-16,10,104,40.59,1,0,89
2023-11-17,2,124,22.38,0,0,41
2023-11-18,6,119,45.86,1,0,61
2023-11-19,6,117,98.52,0,0,12
2023-11-20,3,146,33.29,1,0,74
2023-11-21,2,117,61.97,0,0,39
2023-11-22,1,101,78.77,0,0,24
2023-11-23,6,109,76.17,0,0,24
2023-11-24,5,144,36.23,0,0,51
2023-11-25,9,149,63.03,1,0,60
2023-11-26,1,146,87.77,0,0,30
2023-11-27,7,111,6.47,0,0,58
2023-11-28,5,146,46.39,1,0,64
2023-11-29,5,112,26.31,0,0,25
2023-11-30,2,149,41.92,0,0,41
2023-12-01,3,146,44.52,0,0,39
2023-12-02,7,110,75.93,0,0,25
2023-12-03,6,118,13.91,1,0,68
2023-12-04,2,134,53.7,1,1,69
2023-12-05,6,138,58.6,1,0,71
2023-12-06,2,125,51.94,0,0,38
2023-12-07,2,145,74.53,0,0,35
2023-12-08,2,113,41.46,0,1,36
2023-12-09,3,144,94.77,1,0,51
2023-12-10,2,143,50.77,0,0,32
2023-12-11,4,123,59.27,0,0,35
2023-12-12,9,140,83.43,0,0,35
2023-12-13,6,100,31.15,0,0,75
2023-12-14,1,142,12.14,1,0,61
2023-12-15,8,121,72.24,0,1,40
2023-12-16,7,122,50.89,0,0,29
2023-12-17,10,118,90.17,0,1,42
2023-12-18,3,117,98.35,1,0,71
2023-12-19,1,111,42.92,0,0,41
2023-12-20,5,127,44.47,0,0,33
2023-12-21,4,127,43.76,0,0,39
2023-12-22,10,132,35.83,0,0,56
2023-12-23,8,118,79.26,1,0,58
2023-12-24,1,127,77.1,0,0,26
2023-12-25,10,148,50.47,1,0,63
2023-12-26,1,136,9.24,0,0,47
2023-12-27,4,125,34.41,1,0,72
2023-12-28,8,134,32.77,1,1,101
2023-12-29,5,133,82.05,0,1,55
2023-12-30,2,134,13.32,0,0,38
2023-12-31,6,139,81.54,0,0,33
2024-01-01,5,115,68.57,0,1,73
2024-01-02,2,137,74.58,0,0,34
2024-01-03,3,112,46.06,0,0,31
2024-01-04,9,122,69.57,1,0,45
2024-01-05,7,121,62.86,0,0,41
2024-01-06,7,115,78.05,1,0,48
2024-01-07,6,127,47.44,0,0,43
2024-01-08,8,147,49.92,0,0,42
2024-01-09,4,134,66.14,1,1,47
2024-01-10,8,144,15.27,0,0,39
2024-01-11,4,145,46.44,0,0,50
2024-01-12,8,107,97.34,1,0,50
2024-01-13,9,143,8.57,1,0,74
2024-01-14,3,121,35.02,0,0,43
2024-01-15,3,120,34.84,0,0,34
2024-01-16,2,125,65.18,0,0,39
2024-01-17,10,139,15.05,0,0,57
2024-01-18,3,120,64.71,0,0,51
2024-01-19,3,124,14.03,0,0,45
2024-01-20,5,140,14.02,0,0,43
2024-01-21,5,100,74.18,1,0,42
2024-01-22,2,105,35.79,1,0,60
2024-01-23,10,122,97.86,0,0,38
2024-01-24,6,122,8.55,0,0,47
2024-01-25,5,142,47.29,0,0,32
2024-01-26,6,142,15.75,0,0,59
2024-01-27,1,122,38.38,0,0,43
2024-01-28,5,131,99.83,0,0,27
2024-01-29,9,129,89.44,0,0,41
2024-01-30,10,112,9.59,1,0,72
2024-01-31,2,142,58.51,1,0,64
2024-02-01,1,117,66.54,1,0,58
2024-02-02,10,122,24.91,0,0,50
2024-02-03,9,114,18.79,0,0,24
2024-02-04,10,132,90.92,0,0,19
2024-02-05,9,120,97.04,1,0,53
2024-02-06,9,138,99.23,0,0,31
2024-02-07,6,122,80.03,0,1,49
2024-02-08,8,126,68.03,0,0,33
2024-02-09,1,144,37.84,0,1,45
2024-02-10,10,143,21.28,0,0,45
2024-02-11,4,117,12.5,0,0,55
2024-02-12,1,123,70.86,0,0,38
2024-02-13,8,146,79.55,0,0,59
2024-02-14,1,139,83.51,0,0,28
2024-02-15,3,141,91.81,0,0,6
2024-02-16,4,106,88.59,1,1,68
2024-02-17,8,149,99.98,0,0,27
2024-02-18,6,147,28.19,0,0,58
2024-02-19,10,119,77.51,0,0,31
2024-02-20,7,126,60.71,1,0,55
2024-02-21,8,105,29.82,0,0,66
2024-02-22,2,126,98.28,0,0,6
2024-02-23,10,108,90.3,0,0,23
2024-02-24,8,144,17.21,0,0,49
2024-02-25,3,130,7.49,0,0,44
2024-02-26,7,120,70.39,0,0,15
2024-02-27,3,125,62.39,1,1,83
2024-02-28,7,139,93.9,1,0,40
2024-02-29,2,147,27.23,1,0,64
2024-03-01,10,144,13.02,0,0,61
2024-03-02,6,112,29.63,1,0,70
2024-03-03,3,148,6.8,0,0,42
2024-03-04,3,122,8.41,0,0,52
2024-03-05,9,119,91.91,1,0,56
2024-03-06,7,136,38.44,0,0,36
2024-03-07,5,127,44.03,0,0,48
2024-03-08,10,116,6.75,0,0,42
2024-03-09,7,127,30.7,0,0,47
2024-03-10,9,140,81.45,1,0,59
2024-03-11,1,101,63.47,0,0,28
2024-03-12,7,124,76.61,0,0,27
2024-03-13,6,149,47.49,0,0,30
2024-03-14,10,140,34.42,1,0,65
2024-03-15,9,105,50.87,0,0,33
2024-03-16,1,110,35.69,0,0,56
2024-03-17,4,137,84.7,1,0,38
2024-03-18,9,105,33.28,0,0,50
2024-03-19,4,144,67.68,0,0,47
2024-03-20,10,110,18.01,1,0,93
2024-03-21,3,113,70.25,0,0,22
2024-03-22,9,101,91.76,1,0,51
2024-03-23,2,139,62.82,0,0,35
2024-03-24,4,102,58.19,1,0,67
2024-03-25,6,134,96.31,1,0,50
2024-03-26,2,132,64.6,0,1,55
2024-03-27,8,123,29.66,0,0,42
2024-03-28,8,118,32.78,1,0,65
2024-03-29,1,117,72.0,0,0,38
2024-03-30,3,148,74.87,0,0,58
2024-03-31,10,123,33.83,0,0,50
2024-04-01,9,144,37.81,1,0,60
2024-04-02,5,134,99.15,1,0,43
2024-04-03,6,100,14.69,0,1,64
2024-04-04,4,135,43.44,0,0,42
2024-04-05,10,124,10.93,1,1,76
2024-04-06,2,144,83.0,1,0,52
2024-04-07,8,148,13.77,0,0,47
2024-04-08,6,142,69.03,1,0,28
2024-04-09,5,133,10.37,1,0,54
2024-04-10,9,124,68.92,0,0,31
2024-04-11,1,115,85.09,1,0,60
2024-04-12,5,133,42.89,0,0,61
2024-04-13,6,128,54.6,0,0,46
2024-04-14,5,118,43.15,0,0,47
2024-04-15,6,122,33.55,1,0,55
2024-04-16,6,118,81.31,1,1,77
2024-04-17,7,124,30.84,0,0,48
2024-04-18,4,115,73.68,0,0,43
2024-04-19,8,108,24.59,0,0,28
2024-04-20,7,100,28.74,1,0,67
2024-04-21,9,141,36.96,1,0,61
2024-04-22,7,118,60.97,0,0,31
2024-04-23,3,132,48.17,0,1,56
2024-04-24,3,133,75.79,0,0,17
2024-04-25,8,115,25.29,0,1,65
2024-04-26,5,143,6.01,0,0,52
2024-04-27,4,139,78.77,1,0,51
2024-04-28,8,117,83.06,0,0,31
2024-04-29,6,133,10.65,0,0,35
2024-04-30,2,124,63.04,0,0,54
2024-05-01,4,144,40.93,0,0,54
2024-05-02,4,105,80.42,0,0,42
2024-05-03,6,120,88.07,0,0,42
2024-05-04,6,105,85.85,0,0,35
2024-05-05,1,131,78.83,1,0,51
2024-05-06,8,140,30.56,0,0,50
2024-05-07,6,147,82.13,1,0,72
2024-05-08,3,142,55.68,0,0,28
2024-05-09,9,138,10.01,0,0,64
2024-05-10,2,130,48.41,0,0,28
2024-05-11,8,141,94.51,1,0,58
2024-05-12,10,109,89.35,0,1,63
2024-05-13,3,129,14.72,0,1,72
2024-05-14,5,117,75.69,1,1,82
2024-05-15,6,123,81.55,0,0,29
2024-05-16,10,108,30.78,1,0,46
2024-05-17,6,130,49.8,0,1,67
2024-05-18,4,114,72.54,0,0,49
2024-05-19,3,103,46.71,0,1,52
2024-05-20,4,139,15.72,1,0,67
2024-05-21,1,108,72.06,0,0,34
2024-05-22,4,144,91.61,0,0,14
2024-05-23,1,108,66.99,0,0,39
2024-05-24,1,125,78.51,0,0,29
2024-05-25,10,103,39.04,1,0,63
2024-05-26,6,116,22.4,0,0,74
2024-05-27,5,115,66.06,0,0,34
2024-05-28,4,114,36.14,0,0,47
2024-05-29,3,134,86.71,0,0,16
2024-05-30,1,104,16.65,0,0,51
2024-05-31,6,104,46.18,0,0,35
2024-06-01,2,119,42.69,1,0,59
2024-06-02,8,114,94.12,1,1,56
2024-06-03,10,117,19.55,0,0,48
2024-06-04,5,146,5.94,1,0,67
2024-06-05,7,101,27.62,0,0,40
2024-06-06,10,128,82.93,0,0,41
2024-06-07,2,112,24.89,0,0,42
2024-06-08,8,103,27.88,0,1,76
2024-06-09,2,141,17.34,0,0,47
2024-06-10,4,144,72.97,1,0,41
2024-06-11,1,109,11.57,1,0,73
2024-06-12,5,130,36.46,0,1,39
2024-06-13,9,140,31.84,0,0,65
2024-06-14,1,107,57.74,1,0,36
2024-06-15,9,102,74.39,0,1,51
2024-06-16,8,147,55.62,0,1,49
2024-06-17,6,145,93.45,0,0,27
2024-06-18,7,108,95.39,0,0,32
2024-06-19,3,129,39.34,0,0,33
2024-06-20,1,110,78.88,1,0,61
2024-06-21,5,134,75.19,1,1,77
2024-06-22,2,136,89.83,0,0,30
2024-06-23,5,141,47.55,1,0,48
2024-06-24,8,112,55.39,0,1,57
2024-06-25,9,135,44.5,0,0,40
2024-06-26,2,112,85.79,1,0,44
2024-06-27,3,111,26.82,0,0,44
2024-06-28,3,136,27.77,0,0,31
2024-06-29,1,109,40.4,0,1,45
2024-06-30,8,108,26.88,1,0,52
2024-07-01,6,106,58.3,1,0,60
2024-07-02,8,101,17.78,1,1,66
2024-07-03,9,122,35.42,0,1,66
2024-07-04,5,138,91.78,1,0,47
2024-07-05,3,139,43.88,0,0,44
2024-07-06,5,138,76.08,1,0,43
2024-07-07,5,120,15.78,0,0,30
2024-07-08,5,122,28.52,0,0,51
2024-07-09,3,128,81.7,0,0,22
2024-07-10,10,113,77.48,1,0,48
2024-07-11,4,125,41.68,1,0,54
2024-07-12,9,104,95.67,0,0,39
2024-07-13,10,130,91.51,0,0,2
2024-07-14,9,124,96.42,1,0,46
2024-07-15,2,130,45.65,0,0,55
2024-07-16,8,149,23.76,1,0,61
2024-07-17,8,119,64.53,1,0,67
2024-07-18,7,143,70.05,0,0,30
2024-07-19,8,116,16.92,0,0,57
2024-07-20,3,144,79.72,0,0,27
2024-07-21,6,101,6.72,0,0,55
2024-07-22,1,124,50.86,0,1,58
2024-07-23,7,112,36.45,1,0,66
2024-07-24,1,138,75.33,0,0,27
2024-07-25,9,127,34.71,0,0,30
2024-07-26,1,141,83.55,0,0,39
2024-07-27,1,105,61.52,0,0,52
2024-07-28,7,102,80.42,1,0,52
2024-07-29,2,134,98.99,0,0,28
2024-07-30,5,117,69.52,0,0,19
2024-07-31,8,110,98.57,1,0,70
2024-08-01,8,119,7.74,0,1,59
2024-08-02,3,104,37.12,0,0,51
2024-08-03,7,118,15.25,0,0,50
2024-08-04,3,121,29.92,1,0,85
2024-08-05,6,118,84.69,0,0,29
2024-08-06,6,146,8.07,1,0,64
2024-08-07,3,115,54.42,1,0,73
2024-08-08,7,123,58.88,0,0,48
2024-08-09,3,140,58.31,0,0,51
2024-08-10,8,103,50.15,0,0,42
2024-08-11,10,114,80.11,0,0,35
2024-08-12,4,124,17.69,1,0,49
2024-08-13,1,143,34.5,0,0,45
2024-08-14,4,134,63.49,0,0,38
2024-08-15,7,113,70.64,1,1,64
2024-08-16,4,148,43.39,0,1,45
2024-08-17,6,118,88.16,0,0,25
2024-08-18,9,137,44.47,0,0,52
2024-08-19,1,135,43.26,0,0,47
2024-08-20,5,106,8.44,1,0,61
2024-08-21,7,129,57.36,0,0,45
2024-08-22,1,118,72.32,0,0,46
2024-08-23,4,148,15.87,0,0,29
2024-08-24,6,124,34.02,0,0,39
2024-08-25,2,115,79.22,0,0,55
2024-08-26,10,146,39.76,0,0,30
2024-08-27,5,139,27.95,1,0,45
2024-08-28,10,107,68.86,1,0,63
2024-08-29,1,117,23.69,0,1,68
2024-08-30,6,127,90.09,0,0,24
2024-08-31,6,115,15.03,0,0,41
2024-09-01,4,118,72.12,0,1,38
2024-09-02,8,141,52.46,0,0,35
2024-09-03,4,116,87.64,0,0,15
2024-09-04,8,144,16.99,0,0,43
2024-09-05,8,112,69.4,0,0,46
2024-09-06,5,106,59.35,1,0,52
2024-09-07,4,126,50.61,0,0,35
2024-09-08,2,109,51.68,1,0,78
2024-09-09,3,133,73.59,0,0,30
2024-09-10,3,135,94.09,0,0,32
2024-09-11,4,124,13.67,1,0,74
2024-09-12,4,105,6.85,0,1,58
2024-09-13,10,123,81.54,1,1,68
2024-09-14,5,117,15.28,0,0,37
2024-09-15,4,122,98.74,0,0,31
2024-09-16,10,105,63.84,0,0,44
2024-09-17,8,128,66.83,0,0,21
2024-09-18,6,124,23.89,1,0,49
2024-09-19,6,116,27.83,1,0,67
2024-09-20,8,145,67.64,1,0,70
2024-09-21,7,123,91.42,0,0,29
2024-09-22,10,110,98.33,0,0,17
2024-09-23,10,125,23.81,0,0,58
2024-09-24,8,133,17.74,0,0,47
2024-09-25,2,127,10.36,1,0,68
2024-09-26,9,102,87.49,0,0,28
2024-09-27,1,110,33.0,0,1,62
2024-09-28,8,137,5.17,0,0,55
2024-09-29,4,113,26.26,1,0,73
2024-09-30,4,125,37.34,1,1,86
2024-10-01,5,147,99.14,0,0,16
2024-10-02,8,120,54.74,0,0,35
2024-10-03,5,138,24.45,0,0,41
2024-10-04,8,129,36.81,0,0,47
2024-10-05,10,107,36.38,1,0,45
2024-10-06,1,119,6.87,0,0,32
2024-10-07,10,147,17.84,0,0,71
2024-10-08,9,131,71.04,0,0,62
2024-10-09,6,121,16.42,0,0,57
2024-10-10,3,106,26.92,1,1,98
2024-10-11,8,108,38.32,0,0,53
2024-10-12,9,144,76.98,0,0,36
2024-10-13,6,100,60.33,1,0,80
2024-10-14,7,128,70.45,0,0,32
2024-10-15,1,107,58.87,1,1,64
2024-10-16,5,103,69.94,0,0,31
2024-10-17,5,134,5.27,0,0,55
2024-10-18,10,102,93.44,0,0,21
2024-10-19,4,144,15.54,0,0,40
2024-10-20,6,139,43.59,0,0,58
2024-10-21,7,106,78.25,0,0,26
2024-10-22,9,126,46.35,0,0,52
2024-10-23,1,100,94.95,0,0,41
2024-10-24,6,126,49.42,0,0,59
2024-10-25,7,115,88.12,1,0,82
2024-10-26,3,137,82.03,0,0,33
2024-10-27,8,106,98.19,0,0,48
2024-10-28,5,143,93.02,1,0,51
2024-10-29,9,122,90.32,0,0,38
2024-10-30,5,140,74.5,0,0,35
2024-10-31,9,110,39.86,0,0,41
2024-11-01,10,141,15.08,0,0,55
2024-11-02,4,132,70.42,0,0,52
2024-11-03,9,149,97.97,1,0,38
2024-11-04,5,135,74.03,1,0,91
2024-11-05,10,136,93.23,0,0,47
2024-11-06,9,140,81.41,0,0,23
2024-11-07,3,116,20.5,0,0,52
2024-11-08,4,134,28.67,1,0,61
2024-11-09,9,147,37.48,0,0,48
2024-11-10,10,104,20.98,0,0,43
2024-11-11,6,147,60.26,0,0,40
2024-11-12,2,131,97.67,0,0,29
2024-11-13,7,102,77.34,0,0,50
2024-11-14,2,146,45.22,0,0,35
2024-11-15,2,134,5.43,1,0,66
2024-11-16,1,113,34.76,0,0,36
2024-11-17,3,147,55.04,0,1,57
2024-11-18,6,130,35.8,1,0,75
2024-11-19,8,130,15.55,0,0,47
2024-11-20,9,116,47.06,0,0,44
2024-11-21,7,123,29.06,0,0,41
2024-11-22,4,122,91.38,0,0,21
2024-11-23,6,117,14.67,0,0,55
2024-11-24,5,149,9.67,1,0,49
2024-11-25,8,113,5.5,1,1,90
2024-11-26,1,149,36.17,0,0,38
2024-11-27,1,114,67.74,0,0,30
2024-11-28,6,114,74.39,0,0,15
2024-11-29,10,105,48.06,0,1,32
2024-11-30,2,126,70.01,0,0,45
2024-12-01,5,114,39.19,0,0,44
2024-12-02,1,149,68.44,0,0,41
2024-12-03,7,135,8.86,0,0,62
2024-12-04,1,107,42.12,0,0,30
2024-12-05,4,114,80.13,0,0,24
2024-12-06,9,102,81.29,0,1,59
2024-12-07,1,146,73.03,1,0,37
2024-12-08,4,112,24.4,0,0,46
2024-12-09,6,140,28.48,1,0,75
2024-12-10,6,133,99.63,1,0,79
2024-12-11,8,123,14.82,1,0,52
2024-12-12,1,139,22.16,0,0,40
2024-12-13,7,131,17.35,1,0,77
2024-12-14,1,131,36.13,0,0,50
2024-12-15,7,129,24.97,0,0,41
2024-12-16,3,148,52.28,0,1,55
2024-12-17,8,112,50.22,0,0,33
2024-12-18,3,100,90.64,0,0,42
2024-12-19,1,133,8.3,0,0,32
2024-12-20,8,114,35.39,0,0,75
2024-12-21,3,143,61.68,0,0,41
2024-12-22,2,113,62.46,0,0,28
2024-12-23,1,128,50.61,0,1,46
2024-12-24,3,133,82.49,1,0,48
2024-12-25,2,117,10.96,0,0,39
2024-12-26,2,106,82.47,0,0,29
2024-12-27,6,128,52.0,1,0,74
2024-12-28,1,130,17.71,0,0,45
2024-12-29,2,124,89.14,0,0,9
2024-12-30,6,137,66.68,1,0,54
2024-12-31,3,113,20.54,1,0,54
2025-01-01,4,107,8.2,0,0,49
2025-01-02,1,126,18.41,0,0,44
2025-01-03,8,101,62.84,1,0,31
2025-01-04,7,116,22.03,0,1,56
2025-01-05,7,136,26.45,0,0,34
2025-01-06,3,113,7.39,0,0,58
2025-01-07,10,124,73.68,0,0,27
2025-01-08,10,129,81.98,1,0,35
2025-01-09,3,128,80.7,1,0,40
2025-01-10,2,119,17.12,1,0,74
2025-01-11,1,120,90.81,0,0,34
2025-01-12,7,121,68.87,0,0,32
2025-01-13,7,134,90.27,1,0,66
2025-01-14,2,136,47.48,0,0,39
2025-01-15,7,115,46.51,1,0,57
2025-01-16,8,149,79.53,1,0,75
2025-01-17,1,148,13.86,0,0,47
2025-01-18,9,142,54.48,0,0,42
2025-01-19,7,116,84.46,0,1,44
2025-01-20,3,115,83.87,1,0,50
2025-01-21,8,101,95.83,0,0,55
2025-01-22,7,103,71.34,1,0,64
2025-01-23,8,120,24.74,0,0,40
2025-01-24,6,138,6.93,0,0,47
2025-01-25,9,133,50.54,0,0,46
2025-01-26,5,129,53.8,0,0,38
2025-01-27,3,105,27.82,1,0,59
2025-01-28,3,116,16.85,0,0,50
2025-01-29,1,138,60.69,0,0,38
2025-01-30,8,124,77.6,1,0,66
2025-01-31,2,104,99.35,0,0,32
2025-02-01,3,104,77.04,0,0,47
2025-02-02,8,119,80.4,0,0,30
2025-02-03,8,115,63.56,0,0,45
2025-02-04,4,140,98.66,0,0,54
2025-02-05,4,136,65.8,1,0,66
2025-02-06,5,139,86.72,0,0,34
2025-02-07,6,108,94.85,0,0,27
2025-02-08,5,104,93.34,0,0,22
2025-02-09,7,141,41.23,0,0,50
2025-02-10,2,101,12.47,0,0,53
2025-02-11,7,108,21.33,0,0,55
2025-02-12,10,142,10.63,1,0,70
2025-02-13,7,135,15.01,0,0,52
2025-02-14,1,121,22.54,0,0,44
2025-02-15,7,121,37.4,0,0,43
2025-02-16,5,121,56.64,1,0,58
2025-02-17,3,133,72.61,0,0,49
2025-02-18,3,128,25.04,0,0,39
2025-02-19,4,137,68.89,0,0,37
2025-02-20,2,145,71.9,0,0,38
2025-02-21,2,132,58.07,0,0,44
2025-02-22,1,117,90.84,1,0,68
2025-02-23,5,106,15.54,0,0,52
2025-02-24,4,100,21.83,0,0,49
2025-02-25,10,132,45.72,0,0,30
2025-02-26,2,100,17.04,0,0,52
2025-02-27,3,123,58.8,0,0,39
2025-02-28,7,103,42.85,1,1,60
2025-03-01,7,103,32.04,1,0,57
2025-03-02,4,117,21.15,1,1,56
2025-03-03,5,126,36.86,1,0,76
2025-03-04,5,142,62.76,0,0,51
2025-03-05,6,131,59.7,0,0,37
2025-03-06,9,132,20.54,0,0,37
2025-03-07,2,127,16.87,0,0,49
2025-03-08,5,141,7.53,1,0,86
2025-03-09,3,140,6.18,1,1,108
2025-03-10,4,135,88.58,1,0,58
2025-03-11,10,105,9.28,0,0,50
2025-03-12,6,115,74.47,0,0,34
2025-03-13,8,133,87.84,0,0,24
2025-03-14,1,122,14.32,0,0,54
2025-03-15,10,149,46.45,0,0,46
2025-03-16,8,141,96.42,0,0,6
2025-03-17,7,123,84.24,1,0,55
2025-03-18,1,148,51.52,1,0,76
2025-03-19,2,112,77.44,0,0,26
2025-03-20,3,117,84.17,0,0,18
2025-03-21,1,112,38.06,0,0,41
2025-03-22,9,148,89.75,0,1,52
2025-03-23,8,136,49.69,1,0,66
2025-03-24,2,142,55.14,0,0,38
2025-03-25,9,138,99.97,0,0,14
2025-03-26,7,141,85.11,0,0,18
2025-03-27,9,116,39.37,0,0,44
2025-03-28,6,114,5.98,1,1,78
2025-03-29,6,117,64.49,0,0,51
2025-03-30,4,122,71.87,1,0,65
2025-03-31,10,129,66.83,0,0,29
2025-04-01,10,133,96.95,1,0,54
2025-04-02,2,103,86.98,0,0,29
2025-04-03,7,102,47.64,0,0,27
2025-04-04,5,106,10.97,0,0,43
2025-04-05,6,117,50.23,0,0,38
2025-04-06,2,141,70.48,1,0,41
2025-04-07,5,106,62.73,0,0,42
2025-04-08,10,139,56.12,1,0,56
2025-04-09,4,105,49.54,0,0,41
2025-04-10,9,121,32.91,1,1,74
2025-04-11,6,100,31.35,0,0,42
2025-04-12,2,103,52.52,1,0,65
2025-04-13,1,145,20.26,1,0,59
2025-04-14,5,148,37.37,0,0,39
2025-04-15,9,149,35.78,0,0,46
2025-04-16,6,142,60.78,0,0,13
2025-04-17,10,128,11.33,0,0,45
2025-04-18,7,120,83.82,0,0,32
2025-04-19,5,125,58.43,0,0,33
2025-04-20,10,113,68.73,1,0,47
2025-04-21,6,108,71.79,1,0,41
2025-04-22,5,146,32.69,1,0,68
2025-04-23,9,111,49.69,0,0,46
2025-04-24,6,141,95.84,1,0,74
2025-04-25,8,105,77.84,0,1,58
2025-04-26,2,119,97.11,0,0,15
2025-04-27,9,123,75.89,0,0,26
2025-04-28,5,126,21.68,1,0,58
2025-04-29,7,137,11.13,1,0,61
2025-04-30,10,107,59.88,0,0,45
2025-05-01,1,100,38.99,1,0,52
2025-05-02,10,148,31.17,0,0,20
2025-05-03,5,148,81.69,1,0,59
2025-05-04,10,123,39.86,0,0,45
2025-05-05,2,146,35.12,0,0,50
2025-05-06,6,106,85.75,0,0,25
2025-05-07,1,118,85.4,0,0,36
2025-05-08,3,121,38.85,0,0,23
2025-05-09,5,134,84.09,0,0,18
2025-05-10,4,129,85.82,0,0,46
2025-05-11,3,128,45.27,1,0,56
2025-05-12,10,121,11.31,1,0,83
2025-05-13,5,110,5.15,0,0,39
2025-05-14,8,119,54.71,1,0,84
2025-05-15,4,128,37.69,0,0,69
2025-05-16,1,140,99.73,1,0,50
2025-05-17,7,141,78.38,0,0,22
2025-05-18,8,133,77.32,0,0,51
2025-05-19,3,100,95.75,0,0,18
2025-05-20,6,130,89.33,1,0,41
2025-05-21,2,129,35.23,0,0,33
2025-05-22,7,147,20.77,1,0,69
2025-05-23,8,117,75.86,0,0,31
2025-05-24,6,116,40.94,0,0,38
2025-05-25,6,137,49.95,0,0,17
2025-05-26,5,113,64.89,1,0,60
2025-05-27,8,122,91.25,0,0,48
2025-05-28,1,124,44.81,1,0,64
2025-05-29,10,114,79.42,0,1,52
2025-05-30,4,145,30.49,1,1,57
2025-05-31,4,121,71.31,0,0,29
2025-06-01,3,102,5.15,0,0,60
2025-06-02,3,118,87.79,0,0,38
2025-06-03,4,143,7.89,0,0,53
2025-06-04,1,133,72.71,0,0,47
2025-06-05,2,134,9.39,1,0,86
2025-06-06,9,149,30.29,0,0,52
2025-06-07,10,100,52.23,0,0,46
2025-06-08,2,120,44.89,0,0,35
2025-06-09,5,128,23.22,0,0,62
2025-06-10,9,105,36.71,0,0,35
2025-06-11,9,136,74.13,0,0,30
2025-06-12,8,100,68.58,1,0,58
2025-06-13,1,100,11.82,0,0,36
2025-06-14,1,126,76.0,1,0,76
2025-06-15,9,120,10.04,0,0,47
2025-06-16,8,115,56.58,0,0,44
2025-06-17,10,143,29.71,0,1,23
2025-06-18,9,139,60.83,1,0,57
2025-06-19,7,125,29.83,0,1,55
2025-06-20,3,115,98.57,1,0,32
2025-06-21,3,127,34.42,0,0,33
2025-06-22,2,100,27.99,1,0,59
2025-06-23,5,135,31.45,0,0,37
2025-06-24,3,109,90.16,0,0,50
2025-06-25,6,142,65.44,0,0,37
2025-06-26,2,116,74.41,0,0,38
2025-06-27,3,122,92.21,0,0,7
2025-06-28,5,106,91.63,0,0,42
2025-06-29,1,143,75.2,1,1,77
2025-06-30,1,106,23.79,0,0,42
2025-07-01,10,143,85.12,0,1,53
2025-07-02,9,114,24.36,0,0,35
2025-07-03,7,133,75.58,0,0,26
2025-07-04,1,145,70.13,0,0,47
2025-07-05,8,144,77.09,0,0,27
2025-07-06,3,103,55.61,1,1,72
2025-07-07,8,113,65.68,0,0,61
2025-07-08,5,113,95.57,0,0,26
2025-07-09,1,115,14.6,0,1,71
2025-07-10,7,106,34.34,0,1,42
2025-07-11,5,131,63.08,0,0,22
2025-07-12,6,118,96.59,0,0,33
2025-07-13,6,101,14.08,0,0,43
2025-07-14,8,109,7.14,0,1,78
2025-07-15,9,149,10.3,1,0,74
2025-07-16,2,116,9.98,0,0,41
2025-07-17,9,136,91.24,0,0,31
2025-07-18,10,111,73.52,0,0,47
2025-07-19,9,105,69.33,0,1,40
2025-07-20,10,121,54.64,1,0,42
2025-07-21,10,131,79.29,0,0,12
2025-07-22,7,140,19.79,0,0,51
2025-07-23,1,119,42.23,1,0,57
2025-07-24,7,100,51.55,0,0,48
2025-07-25,10,146,15.49,1,1,55
2025-07-26,5,105,44.85,1,0,48
2025-07-27,6,118,35.07,0,0,48
2025-07-28,10,117,8.38,0,0,47
2025-07-29,7,105,17.99,0,0,41
2025-07-30,5,144,77.58,0,0,37
2025-07-31,7,132,6.71,0,0,43
2025-08-01,9,122,93.75,0,0,46
2025-08-02,3,122,13.21,1,0,72
2025-08-03,8,125,80.93,0,1,56
2025-08-04,2,112,90.37,0,0,32
2025-08-05,7,106,94.41,0,0,45
2025-08-06,2,114,87.41,1,0,43
2025-08-07,4,143,32.32,0,0,49
2025-08-08,7,126,36.64,0,0,47
2025-08-09,3,125,45.52,1,0,79
2025-08-10,2,132,18.23,1,0,53
2025-08-11,10,114,7.12,1,1,91
2025-08-12,7,135,87.57,1,0,48
2025-08-13,1,144,57.64,0,0,28
2025-08-14,8,126,62.83,0,0,11
2025-08-15,3,104,93.06,0,0,24
2025-08-16,2,101,68.19,0,0,37
2025-08-17,3,132,70.63,0,0,21
2025-08-18,5,115,79.76,0,0,29
2025-08-19,8,122,16.05,1,1,62
2025-08-20,10,137,39.22,0,0,40
2025-08-21,7,115,96.98,0,0,22
